Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGM,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FTM,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eFG%,TS%,hAST%,TOV%,OER,PER
530,James Wiseman,C,21,GSW,21,0,262,8.1,12.9,4.8,0.628,0.1,0.3,0.5,8,12.6,0.63,3.6,5.2,1.6,0.684,2.5,7.6,10,1.9,0.4,1,1.9,5.4,19.9,63.95348837,64.73649967,9.91131977,9.91131977,1.161026838,0.04351145
530,James Wiseman,C,21,DET,24,22,605,7.7,14.6,6.9,0.531,0.2,1.1,0.167,7.6,13.5,0.559,2.5,3.5,1,0.712,3.3,8.3,11.5,1,0.2,1.2,2.2,4.1,18.1,56.50684932,55.64950038,5.138086063,11.30378934,0.985034014,0.016694215
531,Christian Wood,C,27,DAL,67,17,1738,8.2,15.9,7.7,0.515,2.2,5.8,0.376,6,10.1,0.594,4.5,5.8,1.3,0.772,1.8,8.4,10.2,2.5,0.6,1.5,2.5,3.5,23.1,69.81132075,61.91369606,10.56859015,10.56859015,1.09947644,0.008457998
532,Delon Wright,PG,30,WAS,50,14,1221,4.1,8.6,4.5,0.474,1.2,3.5,0.345,2.9,5.1,0.564,1.5,1.8,0.3,0.867,1.7,3.6,5.3,5.7,2.7,0.5,1.3,1.7,10.9,68.02325581,57.64145955,34.63992707,7.900334245,1.01774043,0.010810811
533,McKinley Wright IV,PG,24,DAL,27,1,335,4.9,10.5,5.6,0.469,1,3,0.321,4,7.5,0.529,1.4,2,0.6,0.684,1,4.1,5.1,6.2,0.9,0.5,2,2.6,12.3,60.95238095,53.71179039,31.55216285,10.17811705,0.917910448,0.027462687
534,Gabe York,SG,29,IND,3,0,56,5.1,13.5,8.4,0.381,3.9,11.6,0.333,1.3,1.9,0.667,1.3,1.3,0,1,0,3.9,3.9,3.2,1.3,0,0,3.2,15.4,80.74074074,54.54223481,18.47841779,0,1.093361732,0.126785714
535,Thaddeus Young,PF,34,TOR,54,9,795,4.9,9,4.1,0.545,0.3,1.5,0.176,4.6,7.4,0.622,0.8,1.2,0.4,0.692,3.2,4.3,7.5,3.4,2.4,0.2,1.9,4,10.9,62.77777778,56.94879833,22.86482851,12.77740417,0.952797203,0.011446541
536,Trae Young,PG,24,ATL,73,73,2541,8.5,19.7,11.2,0.429,2.2,6.5,0.335,6.3,13.2,0.476,8,9.1,1.1,0.886,0.8,2.3,3.1,10.5,1.1,0.1,4.3,1.5,27.1,59.64467005,56.40545322,27.04617168,11.07605126,0.964584446,0.006060606
537,Omer Yurtseven,C,24,MIA,9,0,83,6.9,11.7,4.8,0.593,1.3,3,0.429,5.6,8.7,0.65,2.2,2.6,0.4,0.833,3.5,6.5,10,0.9,0.9,0.9,1.7,6.9,17.3,71.79487179,66.87282567,5.79336981,10.94303186,1.187371311,0.112048193
538,Cody Zeller,C,30,MIA,15,2,217,6.1,9.8,3.7,0.627,0,0.3,0,6.1,9.5,0.649,4,5.8,1.8,0.686,4.1,6.5,10.6,1.7,0.5,0.7,2.3,5.5,16.3,63.7755102,64.91437674,10.26880097,13.89308366,1.108089735,0.047465438
539,Ivica Zubac,C,25,LAC,76,76,2170,5.4,8.5,3.1,0.634,0,0,0,5.4,8.5,0.637,2.8,3.9,1.1,0.697,3.9,8.6,12.5,1.3,0.5,1.6,1.9,3.6,13.6,63.52941176,65.68461724,9.592326139,14.01955359,1.118881119,0.006635945
