Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGM,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FTM,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eFG%,TS%,hAST%,TOV%,OER,PER
229,Brandon Ingram,SF,25,NOP,45,45,1538,9.5,19.5,10,0.484,1.5,3.8,0.39,8,15.7,0.507,5.6,6.4,0.8,0.882,0.5,5.2,5.8,6.1,0.7,0.4,3.5,2.7,26,58.46153846,57.67524401,18.97946484,10.88985688,1.004636785,0.008192458
230,Kyrie Irving,PG-SG,30,TOT,60,60,2241,9.5,19.3,9.8,0.494,3,8,0.379,6.5,11.4,0.574,4,4.4,0.4,0.905,0.9,3.9,4.9,5.3,1.1,0.7,2.1,2.7,26.1,69.94818653,61.00981767,18.40916985,7.294199375,1.116338751,0.006024096
230,Kyrie Irving,PG,30,BRK,40,40,1478,9.7,19.9,10.2,0.486,3.2,8.5,0.374,6.5,11.5,0.569,3.8,4.4,0.6,0.883,0.9,4,5,5.1,1,0.8,2.2,2.7,26.4,70.10050251,60.02728513,17.41208604,7.511095937,1.096345515,0.008728011
230,Kyrie Irving,SG,30,DAL,20,20,763,9.2,18.1,8.9,0.51,2.7,7,0.392,6.5,11.1,0.585,4.2,4.4,0.2,0.947,1,3.7,4.7,5.7,1.2,0.6,1.7,2.6,25.4,70.16574586,62.90242694,20.6596593,6.161652773,1.16620753,0.019528178
231,Jonathan Isaac,PF,25,ORL,11,0,124,6.4,15.4,9,0.415,1.7,4.4,0.4,4.6,11,0.421,1.5,2.6,1.1,0.556,4.4,8.4,12.8,1.7,4.1,1.2,1.2,1.5,16,55.84415584,48.09137361,8.702329153,6.142820578,0.900393922,0.133870968
232,Jaden Ivey,SG,20,DET,74,73,2304,6.4,15.4,9,0.416,1.9,5.5,0.343,4.5,9.9,0.457,4.2,5.6,1.4,0.747,1.1,3.4,4.5,6,1,0.3,3.7,3.8,18.8,59.41558442,52.04872647,21.61383285,13.32853026,0.869565217,0.002777778
233,Frank Jackson,PG,24,UTA,1,0,5,0,21.6,21.6,0,0,7.2,0,0,14.4,0,0,0,0,,7.2,7.2,14.4,7.2,0,0,0,0,0,16.66666667,0,25,0,0,0
234,Isaiah Jackson,C,21,IND,63,12,1042,6.2,11,4.8,0.563,0.1,0.5,0.143,6.1,10.5,0.582,3.3,5,1.7,0.651,3.9,5.8,9.7,1.8,1.1,3.2,1.8,5.3,15.7,58.63636364,58.69158879,10.60382916,10.60382916,1.043189369,0.011324376
235,Jaren Jackson Jr.,C,23,MEM,63,63,1787,8.4,16.6,8.2,0.506,2,5.7,0.355,6.4,10.9,0.585,4.9,6.2,1.3,0.788,2.2,6.4,8.6,1.2,1.3,3.8,2.2,4.6,23.6,67.77108434,60.37349706,5.229897581,9.588145565,1.093098657,0.0077784
236,Justin Jackson,SF,27,BOS,23,0,107,2.4,9.1,6.7,0.259,1.7,6.7,0.25,0.7,2.4,0.286,0.3,0.7,0.4,0.5,0.7,5,5.7,3,1.3,1.3,0.7,2.4,6.7,63.18681319,35.5155049,22.84408909,5.330287455,0.6623826,0.051401869
237,Quenton Jackson,PG,24,WAS,9,0,135,5.1,11.2,6.1,0.452,0.3,3.2,0.083,4.8,8,0.6,4.5,5.9,1.4,0.773,0.5,1.6,2.1,4,1.1,0.3,1.1,2.7,14.9,59.82142857,53.20478486,20.93966758,5.758408585,0.9963223,0.045185185
238,Reggie Jackson,PG,32,TOT,68,40,1657,5.7,13.9,8.2,0.411,2.1,6.3,0.333,3.6,7.6,0.474,1.5,1.7,0.2,0.91,0.5,2.6,3.1,5.1,1,0.1,2.5,2.5,15.1,63.66906475,51.33435322,22.86226605,11.20699316,0.879697058,0.003138202
238,Reggie Jackson,PG,32,LAC,52,38,1338,5.8,13.8,8,0.418,2.1,5.9,0.35,3.7,7.9,0.469,1.6,1.8,0.2,0.924,0.6,2.5,3.1,4.9,1,0.1,2.6,2.5,15.2,63.4057971,51.85943364,22.11690363,11.73549989,0.883207438,0.003961136
238,Reggie Jackson,PG,32,DEN,16,2,319,5.5,14.4,8.9,0.383,2.1,7.7,0.279,3.4,6.8,0.5,1.1,1.4,0.3,0.833,0.3,2.8,3.2,5.6,1,0.1,2.1,2.5,14.3,64.93055556,47.46100232,24.59916539,9.22468702,0.834792761,0.015047022
239,LeBron James,PF,38,LAL,55,54,1954,11.2,22.5,11.3,0.5,2.2,6.9,0.321,9,15.5,0.58,4.6,6,1.4,0.768,1.2,7.2,8.4,6.9,0.9,0.6,3.3,1.6,29.3,65.11111111,57.79092702,19.4092827,9.282700422,1.028070175,0.008802456
240,Ty Jerome,SG,25,GSW,45,2,816,5.2,10.7,5.5,0.488,1.5,4,0.389,3.7,6.7,0.546,1.7,1.8,0.1,0.927,0.3,3.1,3.4,6,1,0.2,1.3,2.8,13.6,67.28971963,58.84898312,31.82179793,6.894722885,1.06167057,0.011397059
241,Isaiah Joe,SG,23,OKC,73,10,1395,5.8,13.1,7.3,0.441,4.2,10.2,0.409,1.6,2.9,0.553,2.1,2.6,0.5,0.82,0.7,3.8,4.5,2.3,1.2,0.2,1,2.7,17.8,83.20610687,62.08580398,13.04224553,5.670541537,1.165684348,0.006308244
242,Alize Johnson,PF,26,SAS,4,0,30,3.6,7.2,3.6,0.5,0,2.4,0,3.6,4.8,0.75,1.2,2.4,1.2,0.5,2.4,9.6,12,1.2,1.2,0,4.8,3.6,8.4,66.66666667,50.35971223,8.368200837,33.47280335,0.642201835,0.2
243,Cameron Johnson,PF,26,TOT,42,41,1199,6.7,14.2,7.5,0.47,3.1,7.7,0.404,3.6,6.6,0.548,3,3.6,0.6,0.842,1,4.5,5.6,2.3,1.5,0.4,1.1,2.5,19.5,74.29577465,61.28221245,11.91092698,5.696530295,1.15248227,0.009090909
243,Cameron Johnson,PF,26,PHO,17,16,429,6.9,14.5,7.6,0.474,3.8,8.3,0.455,3.1,6.2,0.5,2.3,2.8,0.5,0.818,1.2,4.3,5.5,2.2,1.3,0.5,0.8,2.4,19.8,76.20689655,62.539482,11.6834838,4.248539565,1.195652174,0.026107226
243,Cameron Johnson,PF,26,BRK,25,25,770,6.6,14.1,7.5,0.468,2.7,7.3,0.372,3.9,6.8,0.572,3.5,4.1,0.6,0.851,0.9,4.7,5.6,2.4,1.6,0.4,1.3,2.5,19.4,72.69503546,60.44555227,12.15343714,6.583111786,1.124963758,0.014155844
244,Jalen Johnson,SF,21,ATL,70,6,1042,5.5,11.1,5.6,0.491,1,3.6,0.288,4.4,7.5,0.587,1.7,2.7,1,0.628,1.8,8,9.7,2.9,1.3,1.2,1.4,3.9,13.6,65.76576577,54.9162124,17.38348569,8.392027574,0.99161502,0.010940499
245,James Johnson,PF,35,IND,18,1,162,4.9,10.9,6,0.449,0.7,3.3,0.2,4.2,7.6,0.559,0.9,1.8,0.9,0.5,0.9,5.8,6.7,3.3,1.6,1.3,1.8,7.1,11.3,60.09174312,48.06465334,19.57876001,10.67932364,0.836417469,0.022222222
246,Keldon Johnson,SF,23,SAS,63,63,2063,8.8,19.4,10.6,0.452,2.3,7.1,0.329,6.4,12.3,0.523,4.3,5.7,1.4,0.749,1,4.6,5.5,3.2,0.8,0.2,2.3,2.2,24.2,63.65979381,54.73255682,11.59105316,8.331069456,0.997321245,0.004168686
247,Keon Johnson,SG,20,POR,40,0,416,5.8,15.4,9.6,0.376,2.4,7,0.346,3.4,8.4,0.402,2.3,3.5,1.2,0.659,1,2.9,3.8,5.1,1.6,0.5,3.7,3.7,16.4,60.38961039,48.05860806,19.71967134,14.30642823,0.793228537,0.007932692
248,Stanley Johnson,SF,26,SAS,30,0,469,5,9.4,4.4,0.533,1.4,3.1,0.45,3.6,6.3,0.573,2,3,1,0.667,1.7,5.6,7.3,5.1,1.2,0.5,2.5,3.7,13.4,69.68085106,61.89376443,27.6797829,13.56852103,1.011320755,0.023240938
249,Nikola Joki?,C,27,DEN,69,69,2323,10,15.8,5.8,0.632,0.9,2.3,0.383,9.1,13.5,0.675,5.3,6.4,1.1,0.822,2.6,10.1,12.7,10.5,1.3,0.7,3.8,2.7,26.2,70.56962025,69.5329087,31.68376584,11.46650573,1.165480427,0.012053379
250,Carlik Jones,PG,25,CHI,7,0,56,3.9,9.6,5.7,0.4,1.9,3.9,0.5,1.9,5.8,0.333,3.2,5.1,1.9,0.625,0.6,2.6,3.2,3.9,1.3,0,1.3,1.3,12.9,60.9375,53.64940736,22.64479605,7.548265351,0.977643047,0.128571429
251,Damian Jones,C,27,TOT,41,1,477,4.2,6.5,2.3,0.64,0.8,1.3,0.588,3.4,5.2,0.652,1.7,2.2,0.5,0.759,3.2,6,9.2,1.1,0.6,1.6,1.7,4.2,10.7,74.61538462,70.90788602,10.63315611,16.43305945,1.164309032,0.022012579
251,Damian Jones,C,27,LAL,22,1,176,4.1,7.6,3.5,0.541,0,0.6,0,4.1,7,0.588,3.1,4.1,1,0.75,3.7,7.6,11.3,0.8,0.6,2.5,1.8,3.5,11.3,57.89473684,59.17779523,6.585717226,14.81786376,1.004891063,0.071590909
251,Damian Jones,C,27,UTA,19,0,301,4.2,5.9,1.7,0.714,1.2,1.7,0.714,3,4.2,0.714,0.8,1.1,0.3,0.778,2.9,5.1,8,1.3,0.6,1.1,1.7,4.5,10.4,85.59322034,80.96535617,13.79676307,18.04192093,1.284743669,0.029900332
252,Derrick Jones Jr.,PF,25,CHI,64,0,893,4.6,9.3,4.7,0.5,1.1,3.2,0.338,3.5,6,0.587,2.5,3.4,0.9,0.738,2.4,3.7,6.2,1.4,1.2,1.5,1,3.5,12.9,66.66666667,59.0929913,10.51445738,7.510326699,1.090448014,0.009406495
253,Herbert Jones,PF,24,NOP,66,66,1951,4.3,9.2,4.9,0.469,1,3.1,0.335,3.3,6.2,0.536,2.3,3,0.7,0.764,1.8,3.2,5,3,1.9,0.8,1.6,3.8,12,63.58695652,56.47058824,19.7044335,10.5090312,0.987654321,0.003741671
254,Kai Jones,C,22,CHO,46,0,550,4.4,7.9,3.5,0.558,0.3,1.2,0.211,4.1,6.6,0.624,1.2,1.7,0.5,0.731,2.4,5.6,8.1,1,1.1,2,2,4.3,10.3,63.29113924,59.14441573,8.541533205,17.08306641,0.965775902,0.014181818
255,Tre Jones,PG,23,SAS,68,65,1984,6.2,13.5,7.3,0.459,0.8,2.9,0.285,5.4,10.6,0.506,2.7,3.1,0.4,0.86,1,3.4,4.4,8.1,1.6,0.2,2,1.8,15.9,56.66666667,53.09734513,32.3063117,7.976867085,0.941106836,0.006300403
256,Tyus Jones,PG,26,MEM,80,22,1940,5.8,13.2,7.4,0.438,2.2,6,0.371,3.5,7.1,0.495,1.5,1.9,0.4,0.8,0.5,3.2,3.7,7.7,1.5,0.1,1.4,0.6,15.3,66.66666667,54.24570112,33.18607909,6.033832561,0.989970883,0.006546392
257,DeAndre Jordan,C,34,DEN,39,8,586,5.4,7.1,1.7,0.765,0.1,0.1,1,5.3,7,0.763,1.4,2.9,1.5,0.458,3.2,9.2,12.4,2.1,0.7,1.4,2.9,4.4,12.2,76.76056338,71.95517546,15.58152476,21.51734372,1.07916851,0.0221843
258,Cory Joseph,PG,31,DET,62,2,1227,4.4,10.3,5.9,0.427,2.1,5.3,0.389,2.3,5,0.468,1.7,2.1,0.4,0.792,0.6,2.5,3.1,6.4,1,0.3,1.6,2.6,12.5,68.44660194,55.32197389,33.16491774,8.291229434,0.9731413,0.006927465
259,Nikola Jovi?,PF,19,MIA,15,8,204,4.9,12.2,7.3,0.406,1.4,6.2,0.229,3.5,6,0.588,3.2,3.4,0.2,0.947,1.6,3.9,5.5,1.8,1.2,0.4,1.8,3.4,14.5,65.57377049,52.47918929,10.33591731,10.33591731,0.933676755,0.027941176
260,Johnny Juzang,SG,21,UTA,18,0,232,5.4,16.1,10.7,0.337,2.3,9.8,0.238,3.1,6.4,0.488,0.3,0.6,0.3,0.5,1.2,4.8,6.1,1.2,0.6,0.5,0.5,2,13.5,63.97515528,41.19621605,6.635333149,2.764722145,0.800237107,0.0125
261,Mfiondu Kabengele,PF,25,BOS,4,0,36,2,7,5,0.286,0,3,0,2,4,0.5,2,2,0,1,5,5,10,0,2,0,1,3,6,50,37.73584906,0,11.17318436,0.674157303,0.194444444
262,Frank Kaminsky,C,29,TOT,36,0,235,4.7,9.7,5,0.492,2,5.1,0.394,2.8,4.6,0.6,2.1,2.5,0.4,0.875,1.1,6.9,8,4.9,0.9,0.6,1.4,3.4,13.6,74.74226804,62.45694604,28.50909091,8.145454545,1.112474438,0.055319149
262,Frank Kaminsky,C,29,ATL,26,0,176,5.1,9,3.9,0.568,2.3,4.7,0.478,2.9,4.3,0.667,2,2.5,0.5,0.833,0.6,6.8,7.4,4.3,1,0.2,1.8,4.3,14.5,82.77777778,71.16564417,26.40061397,11.0514198,1.215932914,0.067045455
262,Frank Kaminsky,C,29,HOU,10,0,59,3.7,11.6,7.9,0.316,1.2,6.1,0.2,2.4,5.5,0.444,2.4,2.4,0,1,2.4,7.3,9.8,6.7,0.6,1.8,0,0.6,11,58.18965517,43.1711146,34.46502058,0,0.867507886,0.3
263,Trevor Keels,SG,19,NYK,3,0,8,4.5,18,13.5,0.25,4.5,18,0.25,0,0,,0,0,0,,0,9,9,0,0,0,0,0,13.5,75,37.5,0,0,0.75,0.5625
264,Luke Kennard,SG,26,TOT,59,14,1315,5.1,10.5,5.4,0.492,3.6,7.4,0.494,1.5,3.1,0.487,1,1.1,0.1,0.949,0.4,3.9,4.3,2.5,0.9,0.1,1.3,2.2,14.9,83.80952381,67.58902245,16.86625063,8.770450329,1.211874746,0.006463878
264,Luke Kennard,SG,26,LAC,35,11,725,4.9,10.5,5.6,0.464,2.9,6.6,0.447,1.9,3.9,0.494,0.9,1,0.1,0.95,0.3,3.8,4.1,1.8,0.9,0.2,1.5,2.3,13.6,78.0952381,61.95899772,12.60945709,10.50788091,1.092369478,0.008551724
264,Luke Kennard,SG,26,MEM,24,3,590,5.5,10.4,4.9,0.526,4.5,8.4,0.54,1,2.1,0.471,1.1,1.2,0.1,0.947,0.5,4,4.6,3.3,0.8,0.1,1,2.1,16.6,93.26923077,75.66089335,21.61100196,6.548788474,1.390284757,0.02
265,Walker Kessler,C,21,UTA,74,40,1703,6.3,8.8,2.5,0.72,0,0.1,0.333,6.3,8.7,0.723,1.7,3.4,1.7,0.516,4.9,8.2,13.1,1.5,0.5,3.7,1.2,3.6,14.4,72.15909091,69.13106097,11.43728555,9.149828441,1.248915872,0.010452143
266,Braxton Key,SF,25,DET,3,0,9,4,4,0,1,0,0,,4,4,1,8,8,0,1,0,4,4,0,0,0,0,0,16,100,102.5641026,0,0,2.105263158,1.777777778
267,Louis King,PF,23,PHI,1,0,29,9.9,16.1,6.2,0.615,5,9.9,0.5,5,6.2,0.8,0,1.2,1.2,0,2.5,2.5,5,2.5,1.2,0,2.5,5,24.8,92.23602484,74.38512298,11.53668666,11.53668666,1.295715778,0.3
268,Corey Kispert,SF,23,WAS,74,45,2093,5,10.1,5.1,0.497,2.8,6.6,0.424,2.2,3.5,0.637,1.3,1.5,0.2,0.852,0.6,3,3.6,1.5,0.6,0.2,0.9,1.7,14.1,82.17821782,65.20231214,11.35288553,6.811731315,1.207708779,0.00339226
269,Maxi Kleber,PF,31,DAL,37,5,930,3,6.5,3.5,0.456,1.5,4.3,0.348,1.5,2.2,0.667,1,1.5,0.5,0.711,1.2,4.1,5.2,2,0.5,1.2,1,3.3,8.5,79.23076923,58.9254766,19.58384333,9.791921665,1.039755352,0.00655914
270,Nathan Knight,C,25,MIN,38,0,291,5.7,10,4.3,0.568,1,2.7,0.364,4.7,7.3,0.644,4.8,7.1,2.3,0.684,2.7,4.2,6.9,1.6,1.2,0.7,2.6,5.1,17.2,70.5,64.31108618,9.105135866,14.79584578,1.0889522,0.026116838
271,Kevin Knox,SF-PF,23,TOT,63,5,952,5.7,12.6,6.9,0.458,2.5,7,0.349,3.3,5.5,0.596,1.7,2.3,0.6,0.767,1.3,5.4,6.7,1.2,0.9,0.5,1.9,3.6,15.7,73.01587302,57.33065547,7.146047343,11.31457496,1.010621178,0.006512605
271,Kevin Knox,SF,23,DET,42,1,593,5.1,10.9,5.8,0.469,2.6,7,0.371,2.5,3.8,0.651,1.6,2,0.4,0.788,1.2,5.3,6.6,0.9,0.8,0.7,1.9,4.5,14.4,78.89908257,60.75949367,6.14334471,12.96928328,1.051094891,0.009612142
271,Kevin Knox,PF,23,POR,21,4,359,6.8,15.3,8.5,0.444,2.2,7,0.314,4.6,8.3,0.554,2,2.7,0.7,0.741,1.4,5.5,6.9,1.8,1,0,1.8,2.1,17.8,67.32026144,53.67103875,8.918617614,8.918617614,0.971880972,0.021169916
272,Christian Koloko,C,22,TOR,58,19,802,3.2,6.7,3.5,0.48,0,0.5,0.083,3.2,6.2,0.514,1.7,2.6,0.9,0.627,3.8,3.9,7.7,1.4,0.9,2.6,0.9,5.7,8.2,51.49253731,51.66981727,13.67855398,8.793356131,0.935005701,0.008104738
273,John Konchar,SF,26,MEM,72,23,1494,3.3,7.7,4.4,0.431,1.4,4.3,0.339,1.9,3.4,0.545,0.7,0.9,0.2,0.778,1.5,5.9,7.5,2.4,1.9,0.6,0.9,2.7,8.8,70.77922078,54.13718856,21.00196893,7.87573835,0.97723487,0.006425703
274,Furkan Korkmaz,SG,25,PHI,37,0,353,4.9,11.3,6.4,0.432,1.8,4.7,0.391,3.1,6.6,0.462,2.7,3.7,1,0.722,0.6,3.7,4.3,2.2,1,0.3,2.4,1.8,14.3,64.15929204,54.75780203,12.45929492,13.59195809,0.930686625,0.015864023
275,Luke Kornet,C,27,BOS,69,0,804,5.1,7.6,2.5,0.665,0.1,0.6,0.231,4.9,7,0.701,1.4,1.7,0.3,0.821,3.9,5,8.8,2.4,0.5,2.1,1.1,3.6,11.7,71.05263158,69.58073149,20.15536427,9.237875289,1.236133122,0.016044776
276,Vit Krejci,PG,22,ATL,29,0,165,3.3,8.1,4.8,0.405,1.1,4.6,0.238,2.2,3.5,0.625,0.2,0.4,0.2,0.5,1.3,4.4,5.7,3.7,1.1,0.2,1.1,3.7,7.9,69.13580247,47.6477684,28.2658518,8.403361345,0.842217484,0.033333333
277,Jonathan Kuminga,PF,20,GSW,67,16,1394,6.7,12.8,6.1,0.525,1.4,3.8,0.37,5.3,9.1,0.59,2.3,3.6,1.3,0.652,1.8,4.2,6,3.2,1.1,0.8,2.5,4.1,17.2,67.1875,59.26946933,15.83374567,12.37011381,1.016548463,0.005380201
278,Kyle Kuzma,PF,27,WAS,64,64,2239,8.2,18.4,10.2,0.448,2.6,7.7,0.333,5.7,10.6,0.533,2.8,3.8,1,0.73,0.9,6.6,7.4,3.8,0.6,0.5,3.1,2.3,21.8,65.48913043,53.94704281,14.01955359,11.43700424,0.939250323,0.00415364
279,Anthony Lamb,SF,25,GSW,62,4,1195,4.5,9.5,5,0.471,2.2,6,0.367,2.3,3.5,0.652,1.4,1.8,0.4,0.767,1.7,4.8,6.5,2.9,0.8,0.6,1.6,4,12.5,78.94736842,60.35731531,19.52204645,10.77078425,1.049538203,0.006610879
280,Jock Landale,C,27,PHO,69,4,979,6.5,12.4,5.9,0.528,0.8,3.1,0.25,5.8,9.3,0.621,2.9,3.9,1,0.752,4.4,5.9,10.3,2.5,0.6,1.1,2.2,4.6,16.8,64.91935484,58.93702859,13.19087192,11.60796729,1.027208805,0.011235955
281,Romeo Langford,SG,23,SAS,43,21,844,5.2,11,5.8,0.467,0.7,2.6,0.262,4.5,8.4,0.53,1.7,2.4,0.7,0.696,2.4,2.4,4.9,2.1,1,0.6,1.3,2.9,12.7,59.09090909,52.30642504,13.51351351,8.365508366,0.949177877,0.006516588
282,Jake LaRavia,PF,21,MEM,35,0,414,3.2,8.3,5.1,0.389,2.1,6.2,0.338,1.1,2.1,0.542,0.6,0.8,0.2,0.778,1.7,3.8,5.5,1.8,1,0.3,1.6,4.3,9.1,75.90361446,52.41935484,14.90066225,13.24503311,0.886939571,0.007971014
283,Zach LaVine,SG,27,CHI,77,77,2768,8.8,18.1,9.3,0.485,2.7,7.1,0.375,6.1,11,0.556,4.7,5.6,0.9,0.848,0.5,3.9,4.5,4.3,0.9,0.2,2.5,2.1,24.9,68.2320442,59.97109827,15.60232221,9.071117562,1.076989619,0.00408237
284,A.J. Lawson,SG,22,TOT,15,0,108,7.3,14.7,7.4,0.5,3.3,8.3,0.4,4,6.3,0.632,0.7,2.7,2,0.25,2,5,7,0.7,0.7,0,1,3.7,18.7,77.89115646,58.501486,3.958716245,5.655308921,1.105527638,0.051851852
284,A.J. Lawson,SG,22,DAL,14,0,106,7.1,14.6,7.5,0.488,3.4,8.5,0.4,3.7,6.1,0.611,0.7,2.7,2,0.25,2,4.8,6.8,0.7,0.7,0,1,3.4,18.3,77.73972603,57.61057768,3.981231338,5.68747334,1.088314005,0.051886792
285,Damion Lee,SG,30,PHO,74,5,1506,4.8,10.8,6,0.442,2.6,5.9,0.445,2.2,4.9,0.439,2.2,2.5,0.3,0.904,0.9,4.4,5.4,2.4,0.7,0.2,1.9,2.8,14.4,71.75925926,60.06256517,14.7352264,11.66538757,1.04159132,0.004847278
286,Saben Lee,PG,23,TOT,25,1,373,4.7,11.7,7,0.405,1.1,2.9,0.367,3.7,8.8,0.418,4.1,5.5,1.4,0.737,1.3,3.1,4.3,6.5,1.8,0.1,2.3,3.1,14.6,52.56410256,51.00436681,28.1233099,9.951325041,0.886191199,0.023592493
286,Saben Lee,PG,23,PHI,2,0,10,10.8,14.4,3.6,0.75,0,3.6,0,10.8,10.8,1,0,0,0,,0,0,0,7.2,3.6,0,10.8,3.6,21.6,87.5,75,22.22222222,33.33333333,0.857142857,0.36
286,Saben Lee,PG,23,PHO,23,1,363,4.6,11.6,7,0.393,1.1,2.9,0.379,3.5,8.7,0.398,4.2,5.7,1.5,0.737,1.3,3.2,4.5,6.4,1.8,0.1,2.1,3.1,14.4,52.15517241,50.32325703,28.06094486,9.207497534,0.885336612,0.024793388
287,Alex Len,C,29,SAC,26,2,161,3.6,6.7,3.1,0.533,0,0.4,0,3.6,6.3,0.571,2.5,3.6,1.1,0.688,5.4,8,13.4,2.7,0.9,2.5,3.6,6.3,9.6,56.71641791,57.07491082,18.35486064,24.47314752,0.805369128,0.071428571
288,Kawhi Leonard,SF,31,LAC,52,50,1748,9.2,17.9,8.7,0.512,2.1,5.1,0.416,7,12.8,0.551,5,5.7,0.7,0.871,1.2,5.8,7,4.2,1.5,0.6,1.8,1.7,25.5,65.6424581,61.87067815,15.78502302,6.765009866,1.145295307,0.009553776
289,Meyers Leonard,C,30,MIL,9,2,114,4.4,9.2,4.8,0.483,2.2,5.7,0.389,2.2,3.5,0.636,2.5,2.8,0.3,0.889,3.8,6.9,10.7,0.3,0.6,0,1.9,5.1,13.6,78.80434783,64.57739791,2.356637863,14.92537313,1.100323625,0.075438596
290,Caris LeVert,SG,28,CLE,74,30,2237,5.1,11.9,6.8,0.431,2,5.2,0.392,3.1,6.7,0.462,2.1,2.9,0.8,0.722,0.9,3.7,4.5,4.6,1.2,0.4,1.9,2.7,14.4,64.70588235,54.22707588,23.25875363,9.606876501,0.953326713,0.00344211
291,Kira Lewis Jr.,PG,21,NOP,25,0,235,6.1,13.5,7.4,0.455,2.3,5.2,0.441,3.8,8.3,0.463,2.9,3.4,0.5,0.864,0.8,4.3,5.1,3.5,1.5,0.3,1.5,3.7,17.5,64.44444444,57.88951373,17.39995029,7.457121551,1.058681186,0.036595745
292,Damian Lillard,PG,32,POR,58,58,2107,9.5,20.5,11,0.463,4.2,11.2,0.371,5.3,9.3,0.574,8.7,9.5,0.8,0.914,0.8,4,4.7,7.3,0.9,0.3,3.3,1.9,31.9,73.65853659,63.76811594,20.4984205,9.266409266,1.136242208,0.008827717
293,Nassir Little,SF,22,POR,54,4,976,4.9,11.2,6.3,0.442,2.1,5.8,0.367,2.8,5.3,0.524,1.2,1.7,0.5,0.717,1,4.2,5.2,1.8,0.7,0.7,1.3,2.4,13.2,69.64285714,54.96564647,11.91461195,8.604997518,0.995099887,0.00625
294,Isaiah Livers,PF,24,DET,52,22,1199,3.6,8.6,5,0.417,2.2,6.1,0.365,1.4,2.6,0.541,1,1.2,0.2,0.821,0.8,3.5,4.3,1.2,0.8,0.8,0.9,3.1,10.4,77.3255814,56.70665213,10.64773736,7.985803017,1.035856574,0.003919933
295,Kenneth Lofton Jr.,PF,20,MEM,24,1,176,10,19,9,0.527,1.2,3.5,0.353,8.8,15.5,0.566,3.3,5.5,2.2,0.593,3.9,6.5,10.4,4.1,1,0.4,2.5,5.7,24.5,61.84210526,56.68016194,14.53256535,8.861320337,1.02189781,0.0625
296,Kevon Looney,C,26,GSW,82,70,1958,4.4,7.1,2.7,0.63,0,0,0,4.4,7,0.632,1.7,2.8,1.1,0.606,5,8.9,14,3.8,1,0.9,0.8,4.1,10.6,61.97183099,62.87069988,29.16346892,6.139677667,1.15720524,0.008733401
297,Brook Lopez,C,34,MIL,78,78,2373,7.2,13.6,6.4,0.531,2.1,5.5,0.374,5.2,8.1,0.637,2.3,2.9,0.6,0.784,2.4,5.5,7.9,1.5,0.6,2.9,1.6,3.1,18.8,73.16176471,62.76080788,8.297607523,8.850781358,1.139048773,0.005394016
298,Robin Lopez,C,34,CLE,37,2,299,5.8,9,3.2,0.64,0.2,0.5,0.5,5.5,8.5,0.648,1.7,2.2,0.5,0.778,2.8,3.4,6.1,2.3,0.2,1,3,5.2,13.5,67.22222222,67.19761075,14.98859563,19.55034213,1.03926097,0.018060201
299,Kevin Love,PF,34,TOT,62,20,1240,4.8,12.3,7.5,0.389,2.9,8.6,0.334,1.9,3.7,0.516,2.3,2.6,0.3,0.879,1.7,9.9,11.6,3.4,0.5,0.3,2,2.8,14.8,73.98373984,54.67306982,17.95616583,10.56245049,0.956690368,0.010645161
299,Kevin Love,PF,34,CLE,41,3,821,4.9,12.5,7.6,0.389,3,8.6,0.354,1.8,3.9,0.467,2.5,2.8,0.3,0.889,1.8,10.4,12.3,3.3,0.3,0.3,2.1,2.9,15.2,73.6,54.95300072,17.16068643,10.92043682,0.958385876,0.016686967
299,Kevin Love,PF,34,MIA,21,17,419,4.6,11.9,7.3,0.388,2.6,8.7,0.297,2.1,3.3,0.632,2.1,2.4,0.3,0.857,1.5,8.8,10.2,3.4,0.8,0.4,2,2.7,13.9,75.21008403,53.29754601,18.43817787,10.84598698,0.927903872,0.028162291
300,Kyle Lowry,PG,36,MIA,55,44,1718,4.1,10.2,6.1,0.404,2.2,6.5,0.345,1.9,3.7,0.509,2.4,2.8,0.4,0.859,0.9,3.8,4.7,5.9,1.2,0.4,2.2,3,12.9,72.05882353,55.94102342,30.05603668,11.20733571,0.944363104,0.005355064
301,Trey Lyles,PF,27,SAC,74,0,1247,5.4,11.8,6.4,0.458,2.5,6.9,0.363,2.9,4.9,0.595,2.9,3.6,0.7,0.815,2,6.7,8.7,1.9,0.8,0.9,1.8,2.8,16.2,75,59.95558845,11.04009297,10.45903544,1.064388962,0.009141941
302,Théo Maledon,PG,21,CHO,44,7,854,4.3,10.7,6.4,0.402,1.2,4,0.295,3.1,6.7,0.465,2.7,3.1,0.4,0.851,0.6,4.6,5.2,6.4,1.6,0.5,2.5,2.6,12.4,58.87850467,50.93448347,30.37133705,11.86380354,0.849606029,0.011709602
303,Sandro Mamukelashvili,C,23,TOT,43,7,660,5.3,12.5,7.2,0.422,1.6,5.4,0.303,3.7,7.1,0.511,2.1,3.1,1,0.684,3.8,6.3,10.1,3.4,0.8,0.7,1.9,2.8,14.3,64,51.17194489,17.64171747,9.858606823,0.905349794,0.016818182
